scenario,n_burn_in,n_post_burn_in,seed,samples_per_chain,sigma_post_mean,sigma_psrf,beta_psrf_min,beta_psrf_max,beta_psrf_median,beta_n_undefined,gamma_psrf_min,gamma_psrf_max,gamma_psrf_median,gamma_n_undefined
4,2000,3000,56,3000,0.4934499750688882,1.000692918980063,0.9998430163690462,1.1131295198648476,0.9999887177380357,0,0.999844834191434,1.163670733173863,1.000015438315232,5
4,2000,3000,32,3000,0.4931313956188727,1.000692918980063,0.9998430163690462,1.1131295198648476,0.9999887177380357,0,0.999844834191434,1.163670733173863,1.000015438315232,5
4,2000,3000,100,3000,0.49295193067531606,1.000692918980063,0.9998430163690462,1.1131295198648476,0.9999887177380357,0,0.999844834191434,1.163670733173863,1.000015438315232,5
4,2000,3000,22,3000,0.4944740821241315,1.000692918980063,0.9998430163690462,1.1131295198648476,0.9999887177380357,0,0.999844834191434,1.163670733173863,1.000015438315232,5
4,2000,3000,81,3000,0.49444051342831213,1.000692918980063,0.9998430163690462,1.1131295198648476,0.9999887177380357,0,0.999844834191434,1.163670733173863,1.000015438315232,5
4,2000,3000,43,3000,0.4928970499834363,1.000692918980063,0.9998430163690462,1.1131295198648476,0.9999887177380357,0,0.999844834191434,1.163670733173863,1.000015438315232,5
4,2000,3000,34,3000,0.49438994530154984,1.000692918980063,0.9998430163690462,1.1131295198648476,0.9999887177380357,0,0.999844834191434,1.163670733173863,1.000015438315232,5
4,2000,3000,205,3000,0.4938658247215393,1.000692918980063,0.9998430163690462,1.1131295198648476,0.9999887177380357,0,0.999844834191434,1.163670733173863,1.000015438315232,5
4,2000,3000,23,3000,0.49399282178945814,1.000692918980063,0.9998430163690462,1.1131295198648476,0.9999887177380357,0,0.999844834191434,1.163670733173863,1.000015438315232,5
4,2000,3000,11,3000,0.49353619569442125,1.000692918980063,0.9998430163690462,1.1131295198648476,0.9999887177380357,0,0.999844834191434,1.163670733173863,1.000015438315232,5
4,2000,4000,56,4000,0.49310380389858893,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,32,4000,0.49349914805038053,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,100,4000,0.4930237329907526,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,22,4000,0.4939682283951154,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,81,4000,0.49392435031463455,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,43,4000,0.4926163367744929,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,34,4000,0.49398317413298387,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,205,4000,0.49420626165119746,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,23,4000,0.4936850646561006,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,11,4000,0.4939672205690482,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,56,4000,0.49310380389858893,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,32,4000,0.49349914805038053,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,100,4000,0.4930237329907526,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,22,4000,0.4939682283951154,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,81,4000,0.49392435031463455,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,43,4000,0.4926163367744929,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,34,4000,0.49398317413298387,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,205,4000,0.49420626165119746,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,23,4000,0.4936850646561006,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
4,2000,4000,11,4000,0.4939672205690482,1.0005054135973013,0.9998829708991361,1.057426737640495,0.9999912754153577,0,0.9998821499772744,1.1133874861192943,1.000012109889998,5
