scenario,n_burn_in,n_post_burn_in,seed,samples_per_chain,sigma_post_mean,sigma_psrf,beta_psrf_min,beta_psrf_max,beta_psrf_median,beta_n_undefined,gamma_psrf_min,gamma_psrf_max,gamma_psrf_median,gamma_n_undefined
3,500,1500,56,1500,0.8364737100343039,1.0002967170132044,0.9996847558099493,1.0014920908711942,0.9999886548203287,0,0.9997132425990449,1.0022805929375969,1.0000702883656485,1
3,500,1500,32,1500,0.8356056007069658,1.0002967170132044,0.9996847558099493,1.0014920908711942,0.9999886548203287,0,0.9997132425990449,1.0022805929375969,1.0000702883656485,1
3,500,1500,205,1500,0.8367294025449711,1.0002967170132044,0.9996847558099493,1.0014920908711942,0.9999886548203287,0,0.9997132425990449,1.0022805929375969,1.0000702883656485,1
3,500,1500,22,1500,0.8351480313335848,1.0002967170132044,0.9996847558099493,1.0014920908711942,0.9999886548203287,0,0.9997132425990449,1.0022805929375969,1.0000702883656485,1
3,500,1500,100,1500,0.8373277565112506,1.0002967170132044,0.9996847558099493,1.0014920908711942,0.9999886548203287,0,0.9997132425990449,1.0022805929375969,1.0000702883656485,1
3,500,1500,34,1500,0.8363934246556395,1.0002967170132044,0.9996847558099493,1.0014920908711942,0.9999886548203287,0,0.9997132425990449,1.0022805929375969,1.0000702883656485,1
3,500,1500,43,1500,0.8368938468819854,1.0002967170132044,0.9996847558099493,1.0014920908711942,0.9999886548203287,0,0.9997132425990449,1.0022805929375969,1.0000702883656485,1
3,500,1500,81,1500,0.8367581488856546,1.0002967170132044,0.9996847558099493,1.0014920908711942,0.9999886548203287,0,0.9997132425990449,1.0022805929375969,1.0000702883656485,1
3,500,1500,11,1500,0.83972532522204,1.0002967170132044,0.9996847558099493,1.0014920908711942,0.9999886548203287,0,0.9997132425990449,1.0022805929375969,1.0000702883656485,1
3,500,1500,23,1500,0.8343890605954394,1.0002967170132044,0.9996847558099493,1.0014920908711942,0.9999886548203287,0,0.9997132425990449,1.0022805929375969,1.0000702883656485,1
3,500,2000,56,2000,0.8354532468125867,1.0001143369246859,0.9997770567553954,1.0013422955884916,0.999991580576984,0,0.9997821466856416,1.0018514684384432,1.0000541479051677,1
3,500,2000,32,2000,0.8360756807681109,1.0001143369246859,0.9997770567553954,1.0013422955884916,0.999991580576984,0,0.9997821466856416,1.0018514684384432,1.0000541479051677,1
3,500,2000,205,2000,0.8375847400450327,1.0001143369246859,0.9997770567553954,1.0013422955884916,0.999991580576984,0,0.9997821466856416,1.0018514684384432,1.0000541479051677,1
3,500,2000,22,2000,0.8359107303351903,1.0001143369246859,0.9997770567553954,1.0013422955884916,0.999991580576984,0,0.9997821466856416,1.0018514684384432,1.0000541479051677,1
3,500,2000,100,2000,0.8370199566267696,1.0001143369246859,0.9997770567553954,1.0013422955884916,0.999991580576984,0,0.9997821466856416,1.0018514684384432,1.0000541479051677,1
3,500,2000,34,2000,0.8380388138350197,1.0001143369246859,0.9997770567553954,1.0013422955884916,0.999991580576984,0,0.9997821466856416,1.0018514684384432,1.0000541479051677,1
3,500,2000,43,2000,0.8374686109148661,1.0001143369246859,0.9997770567553954,1.0013422955884916,0.999991580576984,0,0.9997821466856416,1.0018514684384432,1.0000541479051677,1
3,500,2000,81,2000,0.8382871386621265,1.0001143369246859,0.9997770567553954,1.0013422955884916,0.999991580576984,0,0.9997821466856416,1.0018514684384432,1.0000541479051677,1
3,500,2000,11,2000,0.8370871007537953,1.0001143369246859,0.9997770567553954,1.0013422955884916,0.999991580576984,0,0.9997821466856416,1.0018514684384432,1.0000541479051677,1
3,500,2000,23,2000,0.8351902421130485,1.0001143369246859,0.9997770567553954,1.0013422955884916,0.999991580576984,0,0.9997821466856416,1.0018514684384432,1.0000541479051677,1
